,latitude,longitude,precinct,zip
3940,34.0922813336,-117.370332828,071-RIA1380,92376.0
3941,34.0922633745,-117.383434035,071-RIA1385,92376.0
3942,34.0922519136,-117.392153848,071-RIA1372,92316.0
3943,34.062832847,-116.929189564,071-UNI0779,92339.0
3944,34.048356965,-117.435576373,071-FON1371,92337.0
3945,34.0671156398,-117.628519089,071-ONT1570,92374.0
3946,34.0540842538,-117.334712324,071-CO40934,92354.0
3947,34.0653668488,-117.306914866,071-CO60939,91770.0
3948,34.0653670393,-117.307367222,071-CO60939,91770.0
3949,34.06680054,-117.707019371,071-MON1394,91790.0
3950,34.066772623,-117.680822387,071-MON1395,91790.0
3951,34.0660968226,-117.488820025,071-FON1324,90265.0
3952,34.0667357693,-117.698289445,071-MON1396,91763.0
3953,34.0642370623,-117.296746305,071-CO60938,92410.0
3954,34.0647440702,-117.292045145,071-SB31656,92395.0
3955,34.0657030648,-117.495736526,071-FON1533,90024.0
3956,34.0642703856,-117.27869154,071-SB30914,92518.0
3957,34.0638221029,-117.269940603,071-SB31094,92408.0
3958,34.0636105439,-117.287488323,071-CO50893,91768.0
3959,34.0626277717,-117.069481641,071-UNI0741,92359.0
3960,34.0412678428,-117.278929439,071-CO50898,92518.0
3961,34.0378302082,-117.151862675,071-RED1127,92373.0
3962,34.041239948,-117.270056757,071-CO50900,92408.0
3963,34.0413236409,-117.287635188,071-CO50901,92324.0
3964,34.0350998824,-116.973524176,071-UNI0795,92399.0
3965,34.0392467837,-117.138809788,071-RED1707,90015.0
3966,34.0350998824,-116.973524176,071-UNI0794,92399.0
3967,34.0370468119,-117.279124249,071-CO50899,92518.0
3968,34.0414051454,-117.392273993,071-UNI1355,92316.0
3969,34.039551708,-117.355709083,071-CO10926,90015.0
3970,34.0348336188,-117.371296498,071-UNI1357,92501.0
3971,34.1839384729,-117.432430024,071-RIA0962,92377.0
3972,33.9887600499,-117.75291644,071-CHH1558,90043.0
3973,33.9975451606,-117.650687959,071-CN31479,91752.0
3974,33.9893772474,-117.716056906,071-CN41534,90660.0
3975,33.9898427311,-117.717548053,071-CHH1539,90660.0
3976,34.0405869646,-117.409442891,071-FON1337,90079.0
3977,34.0407207187,-117.486560456,071-FON1327,90079.0
3978,34.0411551388,-117.637247963,071-ONT1433,91766.0
3979,34.0411300141,-117.641601919,071-ONT1433,91766.0
3980,34.041075484,-117.650892442,071-ONT1427,91766.0
3981,34.039521649,-117.296179969,071-GRA0913,92410.0
3982,34.0410200586,-117.6590227,071-ONT1426,92624.0
3983,34.0409565308,-117.669905894,071-ONT1424,91762.0
3984,34.0408824395,-117.680802312,071-CN21488,91766.0
3985,34.0408275309,-117.689515122,071-CN11487,91766.0
3986,34.0407998388,-117.693870697,071-CN11487,91766.0
3987,34.0407709797,-117.698234526,071-CN11487,91763.0
3988,34.0407555554,-117.700870309,071-CN11486,91763.0
3989,34.0334503283,-117.706180618,071-CN11468,91761.0
3990,34.0389296726,-117.702570134,071-CN11484,90263.0
3991,33.9897712144,-117.732592636,071-CHH1556,90660.0
3992,33.9896987514,-117.715767168,071-CN41561,90660.0
3993,33.9887600499,-117.75291644,071-CHH1559,90043.0
3994,33.9879519002,-117.760616485,071-CHH1558,90056.0
3995,34.0447385825,-117.073521455,071-YU10800,92359.0
3996,34.0338718015,-117.112769871,071-YU10800,92555.0
3997,34.0338816573,-117.073948785,071-YU21779,92359.0
3998,34.0384022981,-117.332424109,071-GRA0911,92313.0
3999,34.0383288151,-117.36712608,071-RIA1341,92506.0
4000,34.037455962,-117.219255845,071-UNI1630,90064.0
4001,34.0362595641,-117.13455612,071-RED1667,91761.0
4002,34.0338452918,-117.333183301,071-CO60904,92313.0
4003,34.0379487332,-117.495101691,071-FON1326,92505.0
4004,34.0389296726,-117.702570134,071-UNI1511,90263.0
4005,34.0331719611,-116.980513964,071-UNI0808,92399.0
4006,34.0271409585,-117.156464517,071-RED1126,92373.0
4007,34.0375281836,-117.637214175,071-ONT1433,91761.0
4008,34.0367122544,-117.501900373,071-FON1325,91761.0
4009,33.9807190518,-117.739488975,071-CHH1555,91709.0
4010,33.9833507014,-117.723838909,071-CHH1552,91765.0
4011,33.9826235133,-117.715106734,071-CHH1540,91711.0
4012,34.0172491671,-117.098924217,071-YU20801,92373.0
4013,34.0338813458,-117.072986471,071-YU40819,92359.0
4014,34.0771949542,-117.008282546,071-YU10803,92256.0
4015,34.0302631855,-117.095422731,071-YU10810,92313.0
4016,34.0556127262,-116.999477192,071-YU10826,92399.0
4017,34.0261489282,-117.078960028,071-YU20821,92359.0
4018,34.0261266896,-117.083711191,071-YU20811,92324.0
4019,34.0338764685,-117.060579176,071-YU20812,92399.0
4020,34.0274837804,-117.047533271,071-YU30813,92320.0
4021,34.0338939059,-117.123224573,071-UNI0760,92399.0
4022,34.0347436367,-117.371232811,071-UNI1358,92501.0
4023,34.0339134103,-117.234797053,071-UNI1153,92391.0
4024,34.0325827175,-117.137233002,071-RED1129,92399.0
4025,34.0325820521,-117.069300832,071-YU20821,92399.0
4026,34.033624455,-117.68073923,071-ONT1502,91710.0
4027,34.03389977,-117.313606783,071-GRA0909,92313.0
4028,34.0272121767,-116.942218535,071-UNI0798,92399.0
4029,34.0338450788,-117.333269119,071-CO60936,92313.0
4030,34.0338405033,-117.371873317,071-UNI1357,92501.0
4031,33.9827801777,-117.688971688,071-CN41473,91710.0
4032,33.9827311076,-117.69722817,071-CHH1545,91763.0
4033,33.9826667124,-117.708885508,071-CHH1542,91765.0
4034,33.9825153375,-117.732523447,071-CHH1554,91709.0
4035,33.9778789202,-117.688932171,071-CN41480,91710.0
4036,33.9766030023,-117.691252332,071-CN41565,90292.0
4037,33.9759621981,-117.690768196,071-CN41565,91710.0
4038,33.9758038955,-117.690918852,071-CHH1545,91710.0
4039,34.0204567905,-117.043572167,071-YU31777,92320.0
4040,34.0338658249,-117.043171358,071-YU31778,92399.0
4041,34.0430584263,-117.019211816,071-YU40807,92399.0
4042,34.0387641082,-117.02196176,071-YU40807,92399.0
4043,34.0266123812,-117.032336474,071-YU40807,90404.0
4044,34.0449470533,-116.99951725,071-YU50816,92399.0
4045,34.0449599436,-117.002861174,071-YU51776,92399.0
4046,34.0141784255,-117.045361523,071-YU50814,92320.0
4047,34.0157414236,-117.030076254,071-YU50830,90640.0
4048,34.0330994327,-117.27930018,071-CO50901,92313.0
4049,34.0339070138,-117.606669739,071-ONT1434,91761.0
4050,34.0337532384,-117.593225535,071-ONT1445,91761.0
4051,34.0339008856,-117.637180392,071-ONT1434,91761.0
4052,34.0334448789,-117.558445578,071-ONT1445,91761.0
4053,34.0337682175,-117.658951581,071-ONT1577,92624.0
4054,34.0190589313,-116.967541373,071-UNI0796,92399.0
4055,34.0337070016,-117.669044985,071-ONT1576,91762.0
4056,34.0336876473,-117.672022179,071-ONT1503,91762.0
4057,34.033624455,-117.68073923,071-CN21488,91710.0
4058,34.0335178132,-117.698169915,071-CN11470,91763.0
4059,34.0312988462,-117.208545205,071-RED1124,92313.0
4060,33.9753042677,-117.599921304,071-CN31388,91701.0
4061,33.9745393862,-117.706398855,071-CHH1541,91748.0
4062,33.9753172652,-117.767293656,071-CHH1560,90302.0
4063,33.9726734967,-117.694329166,071-CHH1543,90602.0
4064,33.9718421188,-117.687168655,071-CHH1461,91710.0
4065,33.9701054419,-117.732421266,071-CHH1553,91709.0
4066,33.9710619668,-117.686467424,071-CN41564,91710.0
4067,33.9653494575,-117.681075342,071-CHH1462,91709.0
4068,34.0382100569,-117.016962153,071-YU50816,92399.0
4069,34.0334765052,-117.703680351,071-UNI1512,91763.0
4070,34.0334670084,-117.705132631,071-CN11469,91761.0
4071,34.0333844747,-117.71995077,071-CN11485,91761.0
4072,34.033446933,-117.706903452,071-CN11467,91761.0
4073,34.0334134239,-117.713839692,071-UNI1516,91711.0
4074,34.0334054966,-117.715572511,071-CN11467,91711.0
4075,34.0333828332,-117.717770758,071-UNI1514,91761.0
4076,34.0333594743,-117.724310887,071-UNI1513,91766.0
4077,34.0303910128,-117.656745796,071-CN21495,91784.0
4078,34.0269314672,-116.929507009,071-UNI0766,92399.0
4079,34.0305783953,-117.584547555,071-ONT1442,90034.0
4080,34.0289811859,-117.575853985,071-ONT1443,90021.0
4081,34.0258149778,-117.279235846,071-UNI0917,92324.0
4082,34.0305897152,-117.593217808,071-ONT1442,91761.0
4083,34.0278021954,-117.124953469,071-YU10781,90007.0
4084,34.0305561617,-117.606726744,071-ONT1508,90034.0
4085,34.0305404801,-117.611004208,071-ONT1436,90034.0
4086,34.0305018623,-117.624077482,071-ONT1436,92372.0
4087,34.0307448279,-117.7155535,071-UNI1514,90403.0
4088,34.0304885474,-117.628430838,071-ONT1435,92397.0
4089,33.9710276292,-117.714996118,071-CHH1541,91711.0
4090,33.9678744018,-117.689637171,071-CHH1543,91710.0
4091,33.9677322469,-117.706396335,071-CHH1551,91709.0
4092,34.0304601075,-117.637149103,071-ONT1435,90034.0
4093,34.0304170208,-117.650842842,071-ONT1437,90034.0
4094,34.0303985438,-117.654569121,071-CN21496,91784.0
4095,34.0303569133,-117.667637394,071-CN21492,90034.0
4096,34.0303311909,-117.676375411,071-CN21492,91762.0
4097,34.0302456423,-117.689445467,071-CN11490,91710.0
4098,34.0301924732,-117.698140653,071-CN11471,91763.0
4099,34.0266382253,-117.026365696,071-YU50816,90404.0
4100,34.0296972318,-117.713387041,071-UNI1515,91711.0
4101,34.0289811859,-117.575853985,071-ONT1444,90021.0
4102,33.9671997373,-117.752107741,071-CHH1560,92602.0
4103,33.9633907633,-117.731671034,071-CHH1553,91709.0
4104,33.9615555694,-117.677539784,071-CN41563,91709.0
4105,33.9595195271,-117.690837145,071-CHH1543,91709.0
4106,33.9578424649,-117.67419384,071-CHH1463,91762.0
4107,34.1861017712,-117.429728384,071-RIA1772,92284.0
4108,34.0259364964,-117.296104448,071-GRA0910,92324.0
4109,34.0185584726,-117.185175827,071-RED1128,92373.0
4110,34.0279862756,-117.713359897,071-CN11465,90007.0
4111,34.0250399575,-117.114563176,071-YU10815,92324.0
4112,34.024557619,-117.36626819,071-UNI1359,92324.0
4113,34.0195064153,-116.95459918,071-UNI0799,92399.0
4114,34.0193361667,-117.336402602,071-CO60903,90232.0
4115,34.0256938944,-117.278344152,071-UNI0918,92518.0
4116,34.0256938944,-117.278344152,071-CO50900,92518.0
4117,34.0267904461,-117.61533349,071-ONT1507,90404.0
4118,34.026730993,-117.624046566,071-ONT1507,92372.0
4119,33.9658612953,-117.715134072,071-CHH1550,91709.0
4120,33.9595195271,-117.690837145,071-CHH1544,91709.0
4121,33.9589551955,-117.697478997,071-CHH1551,92653.0
4122,33.9546348011,-117.671703547,071-CN41562,91708.0
4123,33.9489712217,-117.666481491,071-CHH1464,92220.0
4124,33.9536172884,-117.678546378,071-CHH1544,90047.0
4125,34.0267042733,-117.628396484,071-ONT1506,92397.0
4126,34.026649388,-117.637114469,071-ONT1505,90404.0
4127,34.022489432,-117.107417083,071-RED1205,90023.0
4128,34.0265709737,-117.650824235,071-ONT1504,90404.0
4129,34.0228578515,-117.65450454,071-CN21497,91792.0
4130,34.0233807191,-117.717677431,071-UNI1517,91792.0
4131,34.0226009541,-117.575269191,071-ONT1440,91792.0
4132,34.0175469278,-117.103900788,071-RED1206,92373.0
4133,34.0228578515,-117.65450454,071-ONT1504,91792.0
4134,33.9462998083,-117.67973175,071-CHH1549,90603.0
4135,33.9427000279,-117.670391958,071-CHH1549,90631.0
4136,33.9395136008,-117.667409295,071-CN41483,90303.0
4137,33.9395136008,-117.667409295,071-CHH1546,90303.0
4138,33.9355746118,-117.667431525,071-CHH1548,92505.0
4139,33.9348185966,-117.663096097,071-CN41482,92506.0
4140,33.9319541648,-117.660475307,071-CHH1547,91786.0
4141,33.9319360755,-117.657238153,071-CN41481,92880.0
4142,33.9307321217,-117.659402298,071-CHH1548,92624.0
4143,34.7895481086,-114.568721507,071-NEE0060,86426.0
4144,34.0220744036,-117.715462513,071-UNI1518,91711.0
4145,34.0135992817,-117.767230125,071-CHH1535,90401.0
4146,34.0226009541,-117.575269191,071-ONT1440,91792.0
4147,34.0190618344,-116.967439033,071-UNI0797,92399.0
4148,34.0208422265,-117.270538264,071-LOM1093,92408.0
4149,34.0185184606,-116.981269975,071-YU50831,91789.0
4150,34.0194450756,-117.138772627,071-RED1128,90232.0
4151,34.0189067812,-117.713277141,071-UNI1519,91789.0
4152,34.017467167,-116.962855081,071-YU50833,92543.0
4153,34.0401616249,-117.205299102,071-RED1123,90079.0
4154,34.018591286,-117.178058908,071-RED1128,92373.0
4155,34.0175469278,-117.103900788,071-YU20828,92373.0
4156,34.0206082791,-117.748837612,071-CHH1536,92620.0
4157,34.0196028529,-117.606644559,071-ONT1508,91764.0
4158,34.0167351942,-117.096062034,071-YU20827,92373.0
4159,34.0194568905,-117.628329661,071-ONT1505,92397.0
4160,34.0191643264,-117.596477645,071-ONT1439,91761.0
4161,34.0191250904,-117.593179477,071-ONT1441,91761.0
4162,34.0193157895,-117.650785202,071-CN21498,90232.0
4163,34.0190987826,-117.588861546,071-ONT1441,91761.0
4164,34.0190592749,-117.581265126,071-ONT1730,91761.0
4165,34.019055149,-117.580176144,071-ONT1439,91730.0
4166,34.0192625482,-117.658832486,071-CN21498,90232.0
4167,34.0188918683,-117.558291352,071-ONT1732,91789.0
4168,34.0192342501,-117.663188608,071-CN21500,90232.0
4169,34.1783065777,-117.435126141,071-RIA0954,91401.0
4170,34.0192037294,-117.667543083,071-CN31494,90232.0
4171,34.0154026274,-117.016942922,071-YU50820,90640.0
4172,34.0190063232,-117.698035796,071-CN41473,91763.0
4173,34.0189882847,-117.702390198,071-CN41473,91789.0
4174,34.018955699,-117.706759498,071-CN41472,91789.0
4175,34.0143466037,-117.036654357,071-YU50818,92373.0
4176,34.0143339722,-117.043185088,071-YU50818,92320.0
4177,34.0153013954,-117.711038999,071-UNI1520,90640.0
4178,34.0136328353,-117.054993588,071-YU20817,90401.0
4179,34.0083771237,-116.965376512,071-YU50833,92543.0
4180,34.0119552194,-116.971912229,071-YU50832,92373.0
4181,34.0037137477,-116.999929212,071-YU50822,92509.0
4182,34.0110289614,-117.755229771,071-CHH1535,91766.0
4183,34.0104007202,-117.105180056,071-RED0782,92567.0
4184,34.0102943263,-117.023569495,071-YU50818,92373.0
4185,34.0039427489,-117.064999906,071-YU20804,92320.0
4186,34.0116333067,-117.715362718,071-CN41475,91711.0
4187,34.0103129233,-117.742897797,071-CHH1537,91709.0
4188,34.0038388876,-117.083296894,071-YU20805,92509.0
4189,34.0120180169,-117.650746353,071-CN21499,92373.0
4190,34.0117801147,-117.584536914,071-ONT1731,92373.0
4191,34.0119312662,-117.667461426,071-CN31478,92373.0
4192,34.0118875534,-117.680526813,071-CN31479,91710.0
4193,34.0116863262,-117.706662876,071-CN41474,92373.0
4194,34.011633334,-117.715374266,071-CN41476,91711.0
4195,34.0115585957,-117.729322331,071-CN41477,92887.0
4196,34.0111892334,-117.733436575,071-CHH1536,90405.0
4197,34.0110289614,-117.755229771,071-CHH1537,91766.0
4198,34.004735446,-117.658660731,071-CN21499,91710.0
4199,34.0047200843,-117.770008182,071-CHH1538,91710.0
4200,34.0084119355,-117.748696028,071-CHH1537,92620.0
4201,34.0047930889,-117.650715456,071-CN31501,91710.0
4202,34.004735446,-117.658660731,071-CN31501,91710.0
4203,33.9956043997,-117.758575579,071-CHH1538,91766.0
4204,34.0023425992,-117.732865916,071-CHH1557,91710.0
4205,34.0006695228,-117.723874159,071-CHH1539,91710.0
4206,33.9978049281,-117.606836053,071-ONT1509,92880.0
4207,33.997096343,-117.558378302,071-ONT1438,91752.0
4208,34.0353288645,-117.177326781,071-RED1124,91761.0
4209,34.8514813115,-114.613915778,071-UNI0065,92363.0
4210,34.8521814356,-114.618204527,071-NEE0061,92363.0
4211,34.1789005165,-116.089382657,071-UNI0225,92278.0
4212,34.0247156178,-117.719941825,071-CN41773,92324.0
4213,34.0260485069,-117.720016572,071-CN11465,90404.0
4214,34.0261633686,-117.713343038,071-CN11466,91711.0
4215,34.0189067812,-117.713277141,071-CN41472,91789.0
4216,34.0068136881,-117.697898567,071-CN41473,91763.0
4217,34.0117952333,-117.689240044,071-CN11789,91710.0
4218,33.9939750181,-117.663018054,071-CN31479,91786.0
4219,33.9828850766,-117.671787221,071-CN41473,91762.0
4220,33.9832819232,-117.606892699,071-CN31479,92880.0
4221,33.9319205465,-117.655164677,071-CN41480,91784.0
4222,34.0336403143,-117.678560794,071-CN21488,91762.0
4223,34.0335435912,-117.693811427,071-CN11487,91763.0
4224,34.0190614785,-117.688648766,071-CN31491,91710.0
4225,34.026430687,-117.67195821,071-CN21492,91762.0
4226,34.0190577003,-117.689315379,071-CN31493,91710.0
4227,34.0190577003,-117.689315379,071-CN11774,91710.0
4228,34.0263139783,-117.68938745,071-CN11490,91710.0
4229,34.9312667589,-114.632261016,071-UNI0071,92363.0
4230,34.1889484704,-117.422588165,071-UNI0869,92377.0
4231,35.6743126482,-118.355876958,029-0011155,93255.0
4232,35.6578624069,-118.434696798,029-0011190,90024.0
4233,35.4234051586,-119.101104438,029-0011195,93312.0
4234,35.7758729849,-119.258510934,029-0011530,93215.0
4235,35.7904556549,-119.24092074,029-0011540,93215.0
4236,35.7758729849,-119.258510934,029-0011546,93215.0
4237,35.7578863793,-119.223112475,029-0011548,93287.0
4238,35.7828750107,-119.223112086,029-0011550,93215.0
4239,35.7904714063,-119.232414105,029-0011552,93215.0
4240,35.7746094551,-119.258484115,029-0011554,93215.0
4241,35.7831587089,-119.240900885,029-0011570,93215.0
4242,35.7686770594,-119.232023851,029-0011580,93215.0
4243,35.7695245854,-119.251593396,029-0011590,93215.0
4244,35.7701004521,-119.247242541,029-0011610,93215.0
4245,35.7905839172,-119.205284232,029-0011626,93215.0
4246,35.7328334102,-118.468426881,029-0011725,93238.0
4247,35.6811654741,-117.806480306,029-0011990,93255.0
4248,35.6373769159,-117.776572033,029-0011991,93554.0
4249,35.6132623891,-118.480653069,029-0012171,93240.0
4250,35.6208985645,-118.475838535,029-0012173,93308.0
4251,35.6583286263,-118.430975581,029-0012505,93205.0
4252,35.6889646572,-119.223058228,029-0012591,93003.0
4253,35.6816811458,-119.22755465,029-0012592,93250.0
4254,35.6638147756,-119.223820735,029-0012593,93250.0
4255,35.4412824009,-119.039069769,029-0012620,93301.0
4256,35.4577457297,-119.02954569,029-0012622,93225.0
4257,35.4351959597,-119.021317888,029-0012623,93301.0
4258,35.4237892359,-119.074495065,029-0012650,93309.0
4259,35.4351959597,-119.021317888,029-0012670,93301.0
4260,35.4271706496,-119.030151544,029-0012709,93225.0
4261,35.6443350123,-117.669901871,029-0012921,93555.0
4262,35.6370651215,-117.678793211,029-0012922,93555.0
4263,35.6225123648,-117.669947026,029-0012923,93555.0
4264,35.6006207256,-117.670355328,029-0012924,93555.0
4265,35.615234567,-117.679029426,029-0012925,93555.0
4266,35.6077835097,-117.687968882,029-0012927,93555.0
4267,35.624324469,-117.692222373,029-0012928,93555.0
4268,35.6224628056,-117.634333097,029-0012929,93555.0
4269,35.5934885586,-117.670526065,029-0012933,93555.0
4270,35.6224966021,-117.687783982,029-0012934,93555.0
4271,35.651664409,-117.687729677,029-0012935,93555.0
4272,35.6152557786,-117.661200298,029-0012941,93555.0
4273,35.7554108802,-118.418513593,029-0012996,93238.0
4274,35.6078237776,-117.64340531,029-0013070,93528.0
4275,35.6337768795,-117.696594484,029-0013072,93555.0
4276,35.6078743818,-117.696818104,029-0013076,93555.0
4277,35.6372252463,-117.75863584,029-0013078,93554.0
4278,35.5143751099,-119.287631713,029-0013100,93263.0
4279,35.5001819999,-119.25375,029-0013107,93263.0
4280,35.5215235665,-119.264684028,029-0013110,93263.0
4281,35.4935583695,-119.285040553,029-0013120,93263.0
4282,35.4962237658,-119.285007523,029-0013121,93263.0
4283,35.6598285916,-118.361411101,029-0013194,90046.0
4284,35.3982545508,-118.879596868,029-0015106,93220.0
4285,35.4332614252,-118.865930067,029-0015109,93206.0
4286,35.4056045726,-118.843540799,029-0015110,93220.0
4287,35.4270371057,-119.118952255,029-0015113,93312.0
4288,35.4270048475,-119.123470806,029-0015114,93312.0
4289,35.4269872204,-119.143712687,029-0015123,93312.0
4290,35.4343308153,-119.10993795,029-0015124,93312.0
4291,35.4148207,-118.809710484,029-0015132,93220.0
4292,35.4269974166,-119.127724374,029-0015133,93033.0
4293,35.3982545508,-118.879596868,029-0015135,93220.0
4294,35.0024193364,-117.673225704,029-0020121,93516.0
4295,35.3249229081,-119.018471,029-0020232,93304.0
4296,35.3358124043,-119.020317598,029-0020236,93301.0
4297,35.3041507372,-119.038957241,029-0020243,93453.0
4298,35.3031255527,-119.02354301,029-0020245,93304.0
4299,35.3249198223,-119.021208419,029-0020246,93304.0
4300,35.3176572571,-119.021214329,029-0020248,93301.0
4301,35.3214924736,-119.038958116,029-0020249,93304.0
4302,35.317733565,-119.047815863,029-0020253,93313.0
4303,35.3102196266,-119.047815088,029-0020254,93313.0
4304,35.2758320179,-119.038959139,029-0020256,93313.0
4305,35.325012864,-119.048602883,029-0020260,93309.0
4306,35.2996632866,-119.056669149,029-0020262,93276.0
4307,35.2886647249,-119.047806897,029-0020263,93313.0
4308,35.295880083,-119.02859247,029-0020271,93304.0
4309,35.2813626696,-119.026935746,029-0020272,93304.0
4310,35.281475397,-119.056669565,029-0020283,93309.0
4311,35.3327797916,-119.021192531,029-0020284,93304.0
4312,35.2739599271,-119.047795739,029-0020286,93313.0
4313,35.3269798557,-119.021205065,029-0020288,93304.0
4314,35.3321978705,-119.0300783,029-0020289,93304.0
4315,35.3040470666,-119.079707918,029-0020294,93453.0
4316,35.2236359763,-118.680969791,029-0021143,93531.0
4317,35.2040079997,-118.662901,029-0021144,93531.0
4318,35.1696998456,-118.609766758,029-0021145,93531.0
4319,35.1373578013,-118.658157148,029-0021148,93561.0
4320,35.1112868747,-117.972681509,029-0021275,93203.0
4321,35.0730093391,-117.988690394,029-0021280,93501.0
4322,35.0727875969,-117.93528779,029-0021281,91744.0
4323,35.1695566762,-117.932684567,029-0021282,93505.0
4324,35.1258615606,-117.974484133,029-0021283,93505.0
4325,35.1312389996,-118.574691,029-0021511,93531.0
4326,35.1271409997,-118.653766,029-0021512,93561.0
4327,34.9989774925,-117.68774049,029-0021660,93516.0
4328,35.0729678047,-117.774899987,029-0021710,91750.0
4329,35.2379809108,-119.074455116,029-0021781,93307.0
4330,35.1489589234,-118.485698937,029-0021885,93561.0
4331,35.1133021189,-118.476357134,029-0021886,93561.0
4332,35.1787110792,-118.495786182,029-0021888,93561.0
4333,35.1392028338,-118.471886013,029-0021889,93561.0
4334,35.339598812,-119.054456451,029-0022003,93304.0
4335,35.3394670087,-119.038962916,029-0022004,93304.0
4336,35.3515705453,-119.056707559,029-0022005,93309.0
4337,35.3322125901,-119.038955934,029-0022006,93304.0
4338,35.33224466,-119.043387084,029-0022008,93304.0
4339,35.3034037884,-119.092161325,029-0022018,93453.0
4340,35.267846808,-119.038959128,029-0022030,93313.0
4341,35.3104194009,-119.056673562,029-0022033,93309.0
4342,35.0503657104,-118.164869234,029-0022450,91103.0
4343,35.2031509423,-118.269109457,029-0022480,91202.0
4344,34.864277928,-118.166968474,029-0023020,91105.0
4345,34.849714955,-118.166942879,029-0023021,91105.0
4346,34.8494548567,-118.184795107,029-0023023,93501.0
4347,34.8493241563,-118.193698892,029-0023025,90280.0
4348,34.8645977216,-118.152442078,029-0023030,93534.0
4349,34.8711699094,-118.189256831,029-0023031,93560.0
4350,34.8793157506,-118.140221656,029-0023035,90242.0
4351,35.1578599662,-118.675443956,029-0023208,93313.0
4352,35.3537992291,-119.044957075,029-0023239,93309.0
4353,35.3467316685,-119.038955151,029-0023241,93309.0
4354,35.1303176298,-118.43261306,029-0023401,91423.0
4355,35.1313625988,-118.441926635,029-0023402,93561.0
4356,35.1243106753,-118.450122183,029-0023403,93561.0
4357,35.1169066397,-118.45570611,029-0023404,93561.0
4358,34.8600874067,-118.233581685,029-0023450,93560.0
4359,34.9074189879,-118.238314367,029-0023451,93551.0
4360,34.8600874067,-118.233581685,029-0023452,93560.0
4361,35.307827119,-119.086626209,029-0025270,93309.0
4362,35.31062421,-119.07979857,029-0025271,93010.0
4363,35.3033187433,-119.07445442,029-0025272,93309.0
4364,35.295925526,-119.047820253,029-0025289,93313.0
4365,35.2671115885,-119.063300434,029-0025292,93309.0
4366,35.4207571833,-119.027844827,029-0030040,93301.0
4367,35.4195377794,-119.038932129,029-0030060,93301.0
4368,35.412467058,-119.034371894,029-0030150,93301.0
4369,35.4122511584,-119.015857144,029-0030170,93301.0
4370,35.3974727099,-118.998538639,029-0030302,93305.0
4371,35.410120384,-118.976466822,029-0030304,93305.0
4372,35.4027271075,-118.967535323,029-0030308,93220.0
4373,35.4160452543,-118.958756515,029-0030312,93305.0
4374,35.3962759998,-118.945815,029-0030314,93305.0
4375,35.3976408502,-118.958653867,029-0030316,93305.0
4376,35.3914509967,-118.949745257,029-0030317,93305.0
4377,35.4051660969,-118.941938202,029-0030318,93307.0
4378,35.4201118631,-118.9498357,029-0030321,93305.0
4379,35.4124716991,-118.936217113,029-0030322,93628.0
4380,35.3985149132,-119.021173696,029-0030325,93301.0
4381,35.3904829537,-119.008216339,029-0030332,93305.0
4382,35.3968709156,-118.914190575,029-0030337,93241.0
4383,35.4035580851,-118.919981088,029-0030338,93220.0
4384,35.4125975507,-118.914152077,029-0030339,93241.0
4385,35.3683000838,-119.042035997,029-0030348,93301.0
4386,35.3649643505,-119.039933711,029-0030351,93301.0
4387,35.3560812835,-119.069235323,029-0030352,93309.0
4388,35.3543032341,-119.074457438,029-0030354,93309.0
4389,35.3543711554,-119.092241,029-0030364,93309.0
4390,35.4010303404,-118.94831842,029-0030367,93305.0
4391,35.3802885422,-118.932117959,029-0030370,93301.0
4392,35.4131856215,-119.096646364,029-0030372,93312.0
4393,35.3650427365,-119.065377703,029-0030374,93309.0
4394,35.4180036751,-119.109782642,029-0030385,93312.0
4395,35.4051665096,-119.092034381,029-0030387,93312.0
4396,35.3835875487,-118.878693197,029-0030389,93301.0
4397,35.4108171849,-119.072237562,029-0030390,93270.0
4398,35.4053890249,-119.10360423,029-0030396,93312.0
4399,35.3870614268,-118.963007767,029-0031478,93305.0
4400,35.375940139,-118.949697494,029-0031641,93305.0
4401,35.4124612367,-119.048630745,029-0031772,93267.0
4402,35.3725830576,-118.91422441,029-0031935,93241.0
4403,35.4195261086,-119.027834528,029-0031950,93301.0
4404,35.3796350183,-118.937825242,029-0031953,93301.0
4405,35.3786110072,-118.94968431,029-0031960,93305.0
4406,35.4085785952,-118.989800762,029-0032170,93305.0
4407,35.3834348293,-119.109904639,029-0032214,93301.0
4408,35.4195293639,-119.034480835,029-0032240,93301.0
4409,35.3831517846,-118.949661873,029-0032310,93301.0
4410,35.3959720953,-118.932053884,029-0032330,93305.0
4411,35.3761686115,-118.923096412,029-0032360,93301.0
4412,35.3835029356,-118.907475318,029-0032380,93301.0
4413,35.4133660932,-119.013132537,029-0032441,93301.0
4414,35.365118354,-118.940877613,029-0032531,93307.0
4415,35.365189438,-118.93199815,029-0032532,93307.0
4416,35.4124031945,-119.078974058,029-0032640,93010.0
4417,35.4196759499,-119.074519548,029-0032652,93309.0
4418,35.4269527702,-119.068615092,029-0032731,93309.0
4419,35.3726107266,-118.907555366,029-0032750,93241.0
4420,35.3584314315,-118.912480243,029-0032751,93241.0
4421,35.3763201304,-118.896341746,029-0032762,93301.0
4422,35.375857639,-119.12572975,029-0033040,93312.0
4423,35.3893227853,-119.11440029,029-0033042,93312.0
4424,35.4019619702,-118.990787386,029-0033150,93305.0
4425,35.3974861255,-118.994008223,029-0033161,93305.0
