,District,School Code,School Name,number,score,vote
353,Los Angeles Unified,1938968,Van Nuys Senior High,39,15.6153846154,0.763536463536
354,Los Angeles Unified,119727,Ramon C. Cortines School of V,89,11.2696629213,0.837828725556
355,Carlsbad Unified,3730694,Carlsbad High,12,50.0,0.551598281038
356,Riverside Unified,3334406,North (John W.) High,177,12.9830508475,0.756943737918
357,Anaheim Union High,3036712,Savanna High,32,9.1875,0.685525159022
358,Los Angeles Unified,124461,Social Justice: Global Issues,21,0.0,0.919796419796
359,Los Angeles Unified,1932847,Los Angeles Center for Enrich,67,35.5970149254,0.724974241103
360,Long Beach Unified,1936947,Polytechnic High,781,15.0409731114,0.831660051366
361,Escondido Union High,3732062,Escondido High,28,21.4285714286,0.530253258451
362,Fresno Unified,1035831,Roosevelt High,17,6.0,0.737427256145
363,Walnut Valley Unified,1932862,Diamond Bar High,11,27.0,0.612423164025
364,Los Angeles Unified,124479,Social Justice: Fine and Perf,21,0.0,0.919796419796
365,Dublin Unified,132704,Dublin High,57,35.1052631579,0.707552984685
366,Centinela Valley Union High,1934926,Lawndale High,189,11.0158730159,0.758911701726
367,Palo Verde Unified,3335759,Palo Verde High,13,0.0,0.535353535354
368,Oakland Unified,132688,Dewey Academy,26,0.0,0.928142540138
369,Sacramento City Unified,101972,Rosemont High,139,14.2302158273,0.629989212513
370,Los Angeles Unified,1939040,Venice Senior High,113,12.4159292035,0.805019915281
371,East Side Union High,4335204,Oak Grove High,55,1.74545454545,0.727166715256
372,Colton Joint Unified,3632742,Colton High,49,12.2448979592,0.608673338465
373,Lincoln Unified,3933801,Lincoln High,117,23.2991452991,0.625703335236
374,Oakland Unified,110189,McClymonds High,123,1.65853658537,0.841054313099
375,Los Angeles Unified,124529,Rancho Dominguez Preparatory,186,6.6935483871,0.763516483516
376,San Juan Unified,3432051,Del Campo High,37,7.94594594595,0.490890848603
377,Los Angeles Unified,1932920,Fairfax Senior High,229,10.8908296943,0.779501698754
378,Stockton Unified,108159,Cesar Chavez High,166,4.35542168675,0.602362204724
379,Oxnard Union High,5631619,Camarillo (Adolfo) High,12,33.0,0.537989813949
380,Pomona Unified,1937028,Pomona Senior High,72,6.76388888889,0.722985633979
381,Emery Unified,132746,Emery Secondary,74,1.41891891892,0.92750929368
382,Vallejo City Unified,4830147,Bethel (Jesse M.) High,247,24.2388663968,0.765905975325
383,Manteca Unified,116376,Lathrop High,39,12.8205128205,0.659868421053
384,Hesperia Unified,3630746,Sultana High,67,21.2537313433,0.352627032121
385,Fontana Unified,108191,Summit High,232,11.6681034483,0.601653303499
386,Los Angeles Unified,1939107,Verdugo Hills Senior High,14,0.0,0.62969924812
