,District,School Code,School Name,number,score,vote
460,Manteca Unified,101576,Weston Ranch High,274,50.8321167883,0.507855822551
461,Antelope Valley Union High,1936624,Palmdale High,1177,39.8224299065,0.5248
462,Carlsbad Unified,3730694,Carlsbad High,1767,78.3989813243,0.549352222947
463,San Rafael City High,2133262,San Rafael High,284,84.7042253521,0.765390856161
464,Vista Unified,3730728,Rancho Buena Vista High,973,75.1942446043,0.523737297133
465,Huntington Beach Union High,3034410,Marina High,1598,72.1789737171,0.482646691635
466,Eastern Sierra Unified,2633006,Coleville High,23,73.7826086957,0.512195121951
467,Fremont Unified,134452,Kennedy (John F.) High,588,60.2976190476,0.722321695016
468,Lompoc Unified,4230454,Cabrillo High,608,68.8898026316,0.409012131716
469,Riverdale Joint Unified,1035575,Riverdale High,195,45.0871794872,0.153374233129
470,Oroville Union High,437566,Prospect High (Continuation),12,17.0,0.387225548902
471,San Diego Unified,3730751,Mt. Everest Academy,64,88.96875,0.604657849339
472,Eureka City Schools,1232206,Eureka Senior High,401,70.5012468828,0.640475500145
473,San Dieguito Union High,3730769,North Coast Alter. High,20,65.0,0.639365324083
474,Fall River Joint Unified,4533600,Fall River Junior-Senior High,60,68.3,0.330275229358
475,Vista Unified,3730785,Palomar High Independent Stud,15,53.0,0.523737297133
476,Hayward Unified,133009,Brenkwitz High,14,14.0,0.819102405629
477,San Marcos Unified,3730793,Foothills High,11,27.0,0.485431302545
478,Paramount Unified,1936749,Paramount High,255,49.431372549,0.852637254021
479,Sweetwater Union High,3730801,Castle Park Senior High,269,48.2565055762,0.754016957886
480,Chino Valley Unified,3632502,Chino High,914,50.1083150985,0.56642519685
481,Grossmont Union High,3739000,Phoenix High,78,28.0512820513,0.515335113302
482,Poway Unified,3730819,Rancho Bernardo High,1445,73.215916955,0.555760188088
483,Pomona Unified,1936772,Park West High (Continuation),14,0.0,0.694546617624
484,Livermore Valley Joint Unified,134536,Livermore High,1026,72.8567251462,0.429708222812
485,Oceanside Unified,3739018,El Camino High,1122,65.2620320856,0.506075917651
486,Oceanside Unified,3739026,Ocean Shores High (Continuati,30,7.0,0.555733120256
487,San Juan Unified,3435930,Mira Loma High,656,86.0792682927,0.613677778969
488,Sweetwater Union High,3730843,Eastlake High,1572,78.2824427481,0.64510460251
489,Orange Unified,118174,OUSD Home Sch,13,69.0,0.581574185766
490,Kern Union High,1535392,South High,128,44.4296875,0.608172969093
491,Pasadena Unified,1936806,Rose City High (Continuation),26,12.0,0.727877176015
492,Westwood Unified,1838507,Westwood High,16,47.0,0.201017811705
493,San Jacinto Unified,3337649,"Mountain View High, Cont.",25,24.0,0.431800391389
494,Pasadena Unified,1936822,Pasadena High,509,63.5009823183,0.689621329844
495,San Jacinto Unified,3337656,San Jacinto High,396,56.4696969697,0.489327296248
