,District,School Code,School Name,number,score,vote
905,River Delta Joint Unified,4835302,Rio Vista High,279,43.7096774194,0.542412270509
906,Kern Union High,100198,Golden Valley High,208,40.9807692308,0.568197553658
907,Davis Joint Unified,5732201,Davis Senior High,1212,67.5280528053,0.521778584392
908,Anderson Union High,4530028,West Valley High,1023,49.7966764418,0.244873046875
909,Rialto Unified,3633005,Eisenhower Senior High,62,49.8387096774,0.797048080953
910,Huntington Beach Union High,3032943,Huntington Beach High,2318,65.7860224331,0.452202878512
911,Northern Humboldt Union High,1230705,Arcata High,600,55.8383333333,0.84499448597
912,Sacramento City Unified,114546,School of Engineering & Scien,23,69.7391304348,0.746039824416
913,Twin Rivers Unified,3430261,Pacific Career/Tech High Cont.,15,7.0,0.512501104338
914,Firebaugh-Las Deltas Joint Unified,1030121,Firebaugh High,27,63.0,0.395764394441
915,Modesto City High,5031802,Thomas Downey High,862,45.307424594,0.503361941726
916,San Diego Unified,3730751,Mt. Everest Academy,64,73.296875,0.604657849339
917,Shasta Union High,4530044,Foothill High,1290,58.6248062016,0.245927075252
918,San Juan Unified,3432317,El Camino Fundamental High,1517,50.5833882663,0.613677778969
919,Newman-Crows Landing Unified,5035902,Orestimba High,258,42.5891472868,0.523248969982
920,Twin Rivers Unified,3434370,Highlands High,323,36.8204334365,0.512501104338
921,Anderson Union High,4530051,Oakview High (Alternative),53,24.4716981132,0.253796337651
922,Maxwell Unified,634758,Maxwell High,47,65.829787234,0.327423167849
923,Temecula Valley Unified,3330370,Temecula Valley High,1956,54.6319018405,0.408742194469
924,Oceanside Unified,3739026,Ocean Shores High (Continuati,16,19.0,0.555733120256
925,Maricopa Unified,1533843,Maricopa High,38,23.6842105263,0.425326818962
926,Placer Union High,102293,Foresthill High,237,38.0168776371,0.669291338583
927,Tahoe-Truckee Joint Unified,3130010,North Tahoe High,238,55.5546218487,0.738916256158
928,Antioch Unified,110494,Bidwell Continuation High,14,21.0,0.671317619435
929,Alameda City Unified,106401,Alameda Science and Technolog,11,91.0,0.891270112975
930,Fullerton Joint Union High,3037090,Sonora High,656,58.375,0.532154474935
931,Newport-Mesa Unified,3035045,Newport Harbor High,2038,66.8449460255,0.47624178429
932,San Juan Unified,3438504,San Juan High,374,23.3823529412,0.501066821841
933,Chino Valley Unified,3631017,Chino Hills High,1365,56.2915750916,0.56642519685
934,Hesperia Unified,3630407,Hesperia High,470,36.0510638298,0.346627880273
935,Middletown Unified,1736008,Middletown High,493,38.4847870183,0.49872611465
936,San Mateo Union High,4130738,Capuchino High,352,56.5284090909,0.773506840174
937,West Sonoma County Union High,4931507,El Molino High,651,53.8817204301,0.739003936334
938,Gateway Unified,4530101,Shasta Lake Alternative,12,58.0,0.318652162377
939,Fontana Unified,120758,Jurupa Hills High,129,44.0930232558,0.782992589478
940,Santa Rosa High,4935607,"Ridgway High, Cont.",44,33.5,0.776655629139
941,Madera Unified,2035640,Furman (Duane E.) High (Indep,12,50.0,0.589822329458
942,Acalanes Union High,731125,Campolindo High,1244,70.4469453376,0.704480874317
943,Lodi Unified,3930443,Middle College High,13,92.0,0.594881537774
944,Stockton Unified,3932100,Edison High,22,31.5,0.651608986035
945,Hanford Joint Union High,1634245,"Johnson High, Continuation",16,25.0,0.41235459286
946,Corcoran Joint Unified,1632207,Corcoran High,93,46.2258064516,0.573102678571
947,Elk Grove Unified,3430352,"Las Flores High, Alt.",27,61.2592592593,0.810262114997
948,San Diego Unified,3730231,Twain High,37,24.4594594595,0.63646714996
949,Chaffey Joint Union High,3631058,Los Osos High,1738,62.6311852704,0.432260912753
950,Fowler Unified,1032150,Fowler High,44,75.3636363636,0.46937099688
951,Alvord Unified,3330008,La Sierra High,716,46.5055865922,0.641564318035
952,Hanford Joint Union High,1630169,Hanford West High,546,39.5201465201,0.41235459286
953,Bear Valley Unified,3631066,Big Bear High,634,45.3233438486,0.359212738602
954,Irvine Unified,3035102,University High,1331,68.9068369647,0.631859982201
955,Petaluma Joint Union High,4935862,San Antonio High (Continuatio,25,23.64,0.613377434767
956,Morgan Hill Unified,102368,Ann Sobrato High,866,52.4468822171,0.62508259548
957,Anaheim Union High,3033057,Katella High,213,48.338028169,0.570533680443
958,Washington Unified,1038306,Washington High,119,36.974789916,0.443277310924
959,Fresno Unified,1034214,McLane High,128,27.5625,0.638969873664
960,Riverside Unified,3330024,Arlington High,695,44.0431654676,0.512108731466
961,Le Grand Union High,2433001,Le Grand High,12,42.0,0.361397479954
962,Center Joint Unified,3430378,Center High,759,59.7233201581,0.514728477984
963,San Mateo Union High,4130472,Burlingame High,988,71.1406882591,0.771918338194
964,Novato Unified,2132272,Novato High,1089,63.4554637282,0.740899191039
965,Modoc Joint Unified,2535409,Modoc High,221,42.0452488688,0.263610315186
966,San Juan Unified,3430386,El Sereno Alternative Educati,73,42.2602739726,0.486412512219
967,San Rafael City High,2134005,Terra Linda High,663,68.7496229261,0.815808609657
968,San Bernardino City Unified,3632809,Sierra High,13,0.0,0.743398985121
969,Madera Unified,2035707,Madera High,510,46.5882352941,0.589822329458
